Year,113 Cause Name,Cause Name,State,Deaths,Population,Crude Rate,Age Adjusted Rate
2013,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Alabama,10,4833722,,
2013,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Alabama,252,4833722,5.2,6
2013,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Alabama,157,4833722,3.2,3.4
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2329,4833722,48.2,47.2
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,721,4833722,14.9,14.4
2013,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Alabama,417,4833722,8.6,8.9
2013,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Alabama,65,4833722,1.3,1.2
2013,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Alabama,103,4833722,2.1,1.9
2013,Septicemia (A40-A41),Septicemia,Alaska,37,735132,5,6.7
2013,Viral hepatitis (B15-B19),Viral hepatitis,Alaska,24,735132,3.3,2.7
2013,Malignant neoplasms (C00-C97),Cancer,Alaska,1016,735132,138.2,171.9
2013,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Alaska,22,735132,3,4.2
2013,Diabetes mellitus (E10-E14),Diabetes,Alaska,112,735132,15.2,20.1
2013,Parkinson disease (G20-G21),Parkinson disease,Alaska,36,735132,4.9,8.9
2013,Alzheimer disease (G30),Alzheimer's disease,Alaska,72,735132,9.8,18.9
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,706,735132,96,135
2013,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Alaska,35,735132,4.8,6.9
2013,Cerebrovascular diseases (I60-I69),Stroke,Alaska,189,735132,25.7,40.7
2013,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Alaska,13,735132,,
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,66,735132,9,14.1
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,197,735132,26.8,37.9
2013,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Alaska,16,735132,,
2013,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Alaska,82,735132,11.2,11.3
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,49,735132,6.7,10.1
2013,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Alaska,17,735132,,
2013,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Alaska,28,735132,3.8,3.6
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,353,735132,48,52.5
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,171,735132,23.3,23.2
2013,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Alaska,43,735132,5.8,5.6
2013,Tuberculosis (A16-A19),Tuberculosis,Arizona,15,6626624,,
2013,Septicemia (A40-A41),Septicemia,Arizona,370,6626624,5.6,4.9
2013,Viral hepatitis (B15-B19),Viral hepatitis,Arizona,283,6626624,4.3,3.7
2013,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Arizona,97,6626624,1.5,1.5
2013,Malignant neoplasms (C00-C97),Cancer,Arizona,11347,6626624,171.2,147
2013,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Arizona,334,6626624,5,4.4
2013,Anemias (D50-D64),Anemias,Arizona,47,6626624,0.7,0.6
2013,Diabetes mellitus (E10-E14),Diabetes,Arizona,1786,6626624,27,23.5
2013,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Arizona,50,6626624,0.8,0.7
2013,"Meningitis (G00,G03)",Meningitis,Arizona,12,6626624,,
2013,Parkinson disease (G20-G21),Parkinson disease,Arizona,584,6626624,8.8,7.8
2013,Alzheimer disease (G30),Alzheimer's disease,Arizona,2383,6626624,36,31.7
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,10755,6626624,162.3,141.1
2013,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Arizona,775,6626624,11.7,10.2
2013,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2162,6626624,32.6,28.6
2013,Atherosclerosis (I70),Atherosclerosis,Arizona,150,6626624,2.3,2
2013,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Arizona,183,6626624,2.8,2.4
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,776,6626624,11.7,10.4
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,3345,6626624,50.5,43.5
2013,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Arizona,13,6626624,,
2013,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Arizona,260,6626624,3.9,3.5
2013,Peptic ulcer (K25-K28),Peptic ulcer,Arizona,80,6626624,1.2,1
2013,Hernia (K40-K46),Hernia,Arizona,38,6626624,0.6,0.5
2013,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Arizona,1069,6626624,16.1,14.7
2013,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Arizona,62,6626624,0.9,0.8
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,374,6626624,5.6,4.9
2013,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Arizona,11,6626624,,
2013,Hyperplasia of prostate (N40),Hyperplasia of prostate,Arizona,10,6626624,,
2013,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Arizona,23,6626624,0.3,0.4
2013,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Arizona,221,6626624,3.3,3.6
2013,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Arizona,219,6626624,3.3,3.4
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,3349,6626624,50.5,48.6
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1163,6626624,17.6,17.5
2013,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Arizona,389,6626624,5.9,6
2013,"Legal intervention (Y35,Y89.0)",Legal intervention,Arizona,15,6626624,,
2013,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Arizona,57,6626624,0.9,0.8
2013,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Arizona,194,6626624,2.9,2.6
2013,Septicemia (A40-A41),Septicemia,Arkansas,529,2959373,17.9,15.4
2013,Viral hepatitis (B15-B19),Viral hepatitis,Arkansas,80,2959373,2.7,2.3
2013,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Arkansas,68,2959373,2.3,2.6
2013,Malignant neoplasms (C00-C97),Cancer,Arkansas,6688,2959373,226,190
2013,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Arkansas,130,2959373,4.4,3.8
2013,Anemias (D50-D64),Anemias,Arkansas,49,2959373,1.7,1.5
2013,Diabetes mellitus (E10-E14),Diabetes,Arkansas,835,2959373,28.2,24.2
2013,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Arkansas,66,2959373,2.2,1.9
2013,Parkinson disease (G20-G21),Parkinson disease,Arkansas,196,2959373,6.6,5.8
2013,Alzheimer disease (G30),Alzheimer's disease,Arkansas,918,2959373,31,27.2
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7377,2959373,249.3,214.1
2013,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Arkansas,276,2959373,9.3,8.1
2013,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1637,2959373,55.3,47.6
2013,Atherosclerosis (I70),Atherosclerosis,Arkansas,24,2959373,0.8,0.7
2013,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Arkansas,135,2959373,4.6,4
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,794,2959373,26.8,23.2
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2090,2959373,70.6,60.1
2013,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Arkansas,11,2959373,,
2013,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Arkansas,194,2959373,6.6,5.7
2013,Peptic ulcer (K25-K28),Peptic ulcer,Arkansas,28,2959373,0.9,0.8
2013,Hernia (K40-K46),Hernia,Arkansas,19,2959373,,
2013,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Arkansas,338,2959373,11.4,9.8
2013,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Arkansas,44,2959373,1.5,1.3
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,762,2959373,25.7,22
2013,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Arkansas,16,2959373,,
2013,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Arkansas,15,2959373,,
2013,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Arkansas,111,2959373,3.8,4
2013,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Arkansas,106,2959373,3.6,3.6
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1373,2959373,46.4,44.8
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,516,2959373,17.4,17.3
2013,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Arkansas,212,2959373,7.2,7.5
2013,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Arkansas,31,2959373,1,0.9
2013,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Arkansas,54,2959373,1.8,1.5
2013,Tuberculosis (A16-A19),Tuberculosis,California,133,38332521,0.3,0.3
2013,Meningococcal infection (A39),Meningococcal infection,California,15,38332521,,
2013,Septicemia (A40-A41),Septicemia,California,1310,38332521,3.4,3.3
2013,Viral hepatitis (B15-B19),Viral hepatitis,California,1413,38332521,3.7,3.3
2013,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,California,696,38332521,1.8,1.8
2013,Malignant neoplasms (C00-C97),Cancer,California,57714,38332521,150.6,147
2013,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,California,1355,38332521,3.5,3.5
2013,Anemias (D50-D64),Anemias,California,326,38332521,0.9,0.8
2013,Diabetes mellitus (E10-E14),Diabetes,California,8057,38332521,21,20.6
2013,Nutritional deficiencies (E40-E64),Nutritional deficiencies,California,235,38332521,0.6,0.6
2013,"Meningitis (G00,G03)",Meningitis,California,74,38332521,0.2,0.2
2013,Parkinson disease (G20-G21),Parkinson disease,California,2543,38332521,6.6,6.7
2013,Alzheimer disease (G30),Alzheimer's disease,California,11891,38332521,31,30
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,60299,38332521,157.3,151.8
2013,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,California,4720,38332521,12.3,11.9
2013,Cerebrovascular diseases (I60-I69),Stroke,California,13698,38332521,35.7,34.9
2013,Atherosclerosis (I70),Atherosclerosis,California,785,38332521,2,2
2013,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,California,909,38332521,2.4,2.3
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6551,38332521,17.1,16.6
2013,Acute bronchitis and bronchiolitis (J20-J21),Acute bronchitis and bronchiolitis,California,28,38332521,0.1,0.1
2013,Chronic lower respiratory diseases (J40-J47),CLRD,California,13598,38332521,35.5,35.3
2013,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,California,38,38332521,0.1,0.1
2013,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,California,1498,38332521,3.9,3.8
2013,Peptic ulcer (K25-K28),Peptic ulcer,California,457,38332521,1.2,1.2
2013,Diseases of appendix (K35-K38),Diseases of appendix,California,40,38332521,0.1,0.1
2013,Hernia (K40-K46),Hernia,California,213,38332521,0.6,0.5
2013,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,California,4824,38332521,12.6,11.8
2013,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,California,437,38332521,1.1,1.1
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,California,2840,38332521,7.4,7.2
2013,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,California,88,38332521,0.2,0.2
2013,Hyperplasia of prostate (N40),Hyperplasia of prostate,California,109,38332521,0.3,0.3
2013,Inflammatory diseases of female pelvic organs (N70-N76),Inflammatory diseases of female pelvic organs,California,13,38332521,,
2013,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",California,77,38332521,0.2,0.2
2013,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,California,1269,38332521,3.3,3.5
2013,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,California,1044,38332521,2.7,2.8
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,California,11538,38332521,30.1,29.2
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,4025,38332521,10.5,10.2
2013,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),California,1890,38332521,4.9,4.9
2013,"Legal intervention (Y35,Y89.0)",Legal intervention,California,99,38332521,0.3,0.3
2013,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,California,211,38332521,0.6,0.5
2013,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,California,869,38332521,2.3,2.2
2013,Septicemia (A40-A41),Septicemia,Colorado,392,5268367,7.4,7.6
2013,Viral hepatitis (B15-B19),Viral hepatitis,Colorado,113,5268367,2.1,1.9
2013,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Colorado,58,5268367,1.1,1
2013,Malignant neoplasms (C00-C97),Cancer,Colorado,7357,5268367,139.6,139.2
2013,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Colorado,210,5268367,4,4.1
2013,Anemias (D50-D64),Anemias,Colorado,49,5268367,0.9,1
2013,Diabetes mellitus (E10-E14),Diabetes,Colorado,788,5268367,15,15
2013,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Colorado,55,5268367,1,1.1
2013,"Meningitis (G00,G03)",Meningitis,Colorado,14,5268367,,
2013,Parkinson disease (G20-G21),Parkinson disease,Colorado,372,5268367,7.1,7.8
2013,Alzheimer disease (G30),Alzheimer's disease,Colorado,1316,5268367,25,27.2
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,6456,5268367,122.5,125.7
2013,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Colorado,260,5268367,4.9,5.2
2013,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1588,5268367,30.1,32
2013,Atherosclerosis (I70),Atherosclerosis,Colorado,190,5268367,3.6,3.8
2013,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Colorado,184,5268367,3.5,3.7
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,606,5268367,11.5,12
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2297,5268367,43.6,45.9
2013,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Colorado,23,5268367,0.4,0.5
2013,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Colorado,290,5268367,5.5,5.8
2013,Peptic ulcer (K25-K28),Peptic ulcer,Colorado,50,5268367,0.9,0.9
2013,Hernia (K40-K46),Hernia,Colorado,26,5268367,0.5,0.5
2013,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Colorado,712,5268367,13.5,12.6
2013,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Colorado,61,5268367,1.2,1.2
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,450,5268367,8.5,9
2013,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Colorado,12,5268367,,
2013,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Colorado,162,5268367,3.1,3.4
2013,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Colorado,152,5268367,2.9,3
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,2422,5268367,46,46.4
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1007,5268367,19.1,18.6
2013,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Colorado,184,5268367,3.5,3.5
2013,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Colorado,47,5268367,0.9,0.9
2013,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Colorado,70,5268367,1.3,1.4
2013,Septicemia (A40-A41),Septicemia,Connecticut,575,3596080,16,12.6
2013,Viral hepatitis (B15-B19),Viral hepatitis,Connecticut,67,3596080,1.9,1.5
2013,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Connecticut,67,3596080,1.9,1.6
2013,Malignant neoplasms (C00-C97),Cancer,Connecticut,6619,3596080,184.1,148.4
2013,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Connecticut,217,3596080,6,4.7
2013,Anemias (D50-D64),Anemias,Connecticut,79,3596080,2.2,1.8
2013,Diabetes mellitus (E10-E14),Diabetes,Connecticut,664,3596080,18.5,14.8
2013,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Connecticut,28,3596080,0.8,0.6
2013,"Meningitis (G00,G03)",Meningitis,Connecticut,11,3596080,,
2013,Parkinson disease (G20-G21),Parkinson disease,Connecticut,279,3596080,7.8,6
2013,Alzheimer disease (G30),Alzheimer's disease,Connecticut,824,3596080,22.9,16.2
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7090,3596080,197.2,148.9
2013,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Connecticut,374,3596080,10.4,7.8
2013,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1348,3596080,37.5,28.3
2013,Atherosclerosis (I70),Atherosclerosis,Connecticut,70,3596080,1.9,1.5
2013,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Connecticut,141,3596080,3.9,3.3
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,604,3596080,16.8,12.2
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1348,3596080,37.5,29.7
2013,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Connecticut,370,3596080,10.3,7.6
2013,Peptic ulcer (K25-K28),Peptic ulcer,Connecticut,24,3596080,0.7,0.5
2013,Hernia (K40-K46),Hernia,Connecticut,25,3596080,0.7,0.5
2013,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Connecticut,336,3596080,9.3,7.7
2013,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Connecticut,41,3596080,1.1,0.9
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,565,3596080,15.7,11.9
2013,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Connecticut,96,3596080,2.7,3.5
2013,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Connecticut,68,3596080,1.9,1.9
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,1582,3596080,44,39.3
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,330,3596080,9.2,8.7
2013,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Connecticut,100,3596080,2.8,2.9
2013,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Connecticut,22,3596080,0.6,0.5
2013,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Connecticut,113,3596080,3.1,2.5
2013,Septicemia (A40-A41),Septicemia,Delaware,157,925749,17,14.3
2013,Viral hepatitis (B15-B19),Viral hepatitis,Delaware,22,925749,2.4,1.9
2013,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Delaware,36,925749,3.9,3.4
2013,Malignant neoplasms (C00-C97),Cancer,Delaware,1905,925749,205.8,167.6
2013,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Delaware,54,925749,5.8,4.8
2013,Anemias (D50-D64),Anemias,Delaware,17,925749,,
2013,Diabetes mellitus (E10-E14),Diabetes,Delaware,218,925749,23.5,19.4
2013,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Delaware,14,925749,,
2013,Parkinson disease (G20-G21),Parkinson disease,Delaware,81,925749,8.7,7.4
2013,Alzheimer disease (G30),Alzheimer's disease,Delaware,192,925749,20.7,17.6
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1861,925749,201,168
2013,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Delaware,69,925749,7.5,6.2
2013,Cerebrovascular diseases (I60-I69),Stroke,Delaware,409,925749,44.2,37
2013,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Delaware,30,925749,3.2,2.7
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,150,925749,16.2,13.6
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,482,925749,52.1,43.5
2013,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Delaware,51,925749,5.5,4.7
2013,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Delaware,82,925749,8.9,7.2
2013,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Delaware,10,925749,,
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,178,925749,19.2,16
2013,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Delaware,41,925749,4.4,5
2013,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Delaware,27,925749,2.9,3.1
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,412,925749,44.5,42.9
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,122,925749,13.2,12.5
2013,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Delaware,52,925749,5.6,5.8
2013,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Delaware,24,925749,2.6,2.2
2013,Septicemia (A40-A41),Septicemia,District of Columbia,72,646449,11.1,11.5
2013,Viral hepatitis (B15-B19),Viral hepatitis,District of Columbia,38,646449,5.9,5.6
2013,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,District of Columbia,79,646449,12.2,12
2013,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1095,646449,169.4,178.2
2013,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,District of Columbia,26,646449,4,4.5
2013,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,108,646449,16.7,17.9
2013,Parkinson disease (G20-G21),Parkinson disease,District of Columbia,34,646449,5.3,5.8
2013,Alzheimer disease (G30),Alzheimer's disease,District of Columbia,130,646449,20.1,19.8
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1340,646449,207.3,213.5
2013,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,District of Columbia,56,646449,8.7,9
2013,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,187,646449,28.9,30.1
2013,Atherosclerosis (I70),Atherosclerosis,District of Columbia,11,646449,,
2013,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,District of Columbia,10,646449,,
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,83,646449,12.8,13.2
2013,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,150,646449,23.2,25
2013,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,District of Columbia,23,646449,3.6,3.7
2013,Peptic ulcer (K25-K28),Peptic ulcer,District of Columbia,15,646449,,
2013,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,District of Columbia,51,646449,7.9,8.1
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,54,646449,8.4,8.8
2013,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,District of Columbia,43,646449,6.7,6.5
2013,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,District of Columbia,13,646449,,
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,216,646449,33.4,33.6
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,38,646449,5.9,5.7
2013,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),District of Columbia,90,646449,13.9,12.1
2013,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,District of Columbia,13,646449,,
2013,Tuberculosis (A16-A19),Tuberculosis,Florida,33,19552860,0.2,0.1
2013,Septicemia (A40-A41),Septicemia,Florida,2096,19552860,10.7,7.6
2013,Viral hepatitis (B15-B19),Viral hepatitis,Florida,591,19552860,3,2.3
2013,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Florida,940,19552860,4.8,4.5
2013,Malignant neoplasms (C00-C97),Cancer,Florida,42735,19552860,218.6,155.9
2013,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Florida,1158,19552860,5.9,4.2
2013,Anemias (D50-D64),Anemias,Florida,315,19552860,1.6,1.2
2013,Diabetes mellitus (E10-E14),Diabetes,Florida,5238,19552860,26.8,19.2
2013,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Florida,136,19552860,0.7,0.5
